City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
56,san rafael,-34.6177,-68.3301,25.82,37,35,2.35,AR,1675913944
57,provideniya,64.3833,-173.3,-19.94,65,100,5.0,RU,1675914143
58,verkhnevilyuysk,63.4453,120.3167,-37.61,95,79,1.14,RU,1675914144
59,srednekolymsk,67.45,153.6833,-32.88,96,100,2.89,RU,1675914144
60,midland,31.9974,-102.0779,10.27,36,0,3.09,US,1675914048
61,zhigansk,66.7697,123.3711,-40.4,95,100,4.56,RU,1675914146
62,saskylakh,71.9167,114.0833,-41.37,98,54,3.04,RU,1675914146
63,luau,-10.7073,22.2247,16.51,98,100,1.25,AO,1675914147
64,granadilla de abona,28.1188,-16.576,13.83,75,75,2.57,ES,1675914148
65,new norfolk,-42.7826,147.0587,21.62,42,98,0.45,AU,1675914148
66,broken hill,-31.95,141.4333,33.65,12,0,3.91,AU,1675914149
67,lata,40.1629,-8.3327,6.71,79,11,2.88,PT,1675914150
68,butaritari,3.0707,172.7902,27.42,82,65,9.15,KI,1675914150
69,douglas,41.3,-96.167,5.44,58,40,2.06,US,1675914112
70,port alfred,-33.5906,26.891,19.54,98,100,1.63,ZA,1675914023
71,hilo,19.7297,-155.09,24.85,69,75,4.63,US,1675914151
72,opuwo,-18.0607,13.84,17.66,42,51,1.66,NA,1675914151
73,hermanus,-34.4187,19.2345,19.89,83,76,5.1,ZA,1675914152
74,kuala sungai baru,2.3594,102.0353,28.02,86,100,1.87,MY,1675914153
75,kijang,35.2442,129.2139,11.85,52,86,6.26,KR,1675914006
76,cueto,20.6439,-75.9356,24.29,80,4,5.12,CU,1675914153
77,hithadhoo,-0.6,73.0833,27.54,72,77,4.35,MV,1675914154
78,rio grande,-32.035,-52.0986,24.52,81,89,8.13,BR,1675914154
79,hualmay,-11.0964,-77.6139,22.41,85,24,3.18,PE,1675914155
80,mahebourg,-20.4081,57.7,27.36,83,75,5.14,MU,1675914155
81,anadyr,64.75,177.4833,-33.72,66,0,5.0,RU,1675914156
82,america dourada,-11.4553,-41.4361,19.87,70,0,4.68,BR,1675914156
83,mattru,7.6244,-11.8332,24.03,86,86,0.61,SL,1675914156
84,thompson,55.7435,-97.8558,-12.91,72,100,5.66,CA,1675914157
85,drymen,56.0655,-4.452,4.87,80,28,6.74,GB,1675914157
86,jieshi,22.8134,115.8257,18.59,81,100,7.02,CN,1675914158
87,mar del plata,-38.0023,-57.5575,20.05,92,0,1.54,AR,1675914158
88,bathsheba,13.2167,-59.5167,25.34,78,40,8.75,BB,1675914159
89,hobart,-42.8794,147.3294,21.82,56,75,4.63,AU,1675914030
90,winnipeg,49.8844,-97.147,0.99,90,75,6.71,CA,1675913641
91,porbandar,21.6422,69.6093,18.99,55,24,1.03,IN,1675914160
92,caraballeda,10.6112,-66.8522,25.2,81,20,0.51,VE,1675914160
93,husavik,66.0449,-17.3389,-5.1,93,52,7.62,IS,1675914161
94,manicore,-5.8092,-61.3003,24.97,94,0,1.03,BR,1675914161
95,henties bay,-22.116,14.2845,17.8,88,89,2.23,NA,1675914161
96,bengkulu,-3.8004,102.2655,28.52,63,96,2.2,ID,1675914162
97,sobolevo,54.4299,31.8996,-9.25,98,88,2.2,RU,1675914162
98,enid,36.3956,-97.8784,2.82,97,100,6.17,US,1675914163
99,chokurdakh,70.6333,147.9167,-31.94,96,100,2.44,RU,1675914163
100,lebu,-37.6167,-73.65,14.75,95,5,4.59,CL,1675914164
101,kodiak,57.79,-152.4072,-4.27,36,0,3.09,US,1675914164
102,hamburg,53.55,10.0,-2.44,82,0,3.09,DE,1675913903
103,iqaluit,63.7506,-68.5145,-33.15,68,0,11.83,CA,1675914165
104,nikolskoye,59.7035,30.7861,1.94,93,100,4.63,RU,1675914165
105,broome,42.2506,-75.833,3.21,67,0,2.57,US,1675914166
106,bredasdorp,-34.5322,20.0403,18.06,83,1,3.91,ZA,1675914166
107,nouadhibou,20.931,-17.0347,16.99,63,100,3.09,MR,1675914166
108,bethel,41.3712,-73.414,4.89,61,0,2.57,US,1675914167
109,saldanha,-33.0117,17.9442,18.46,79,20,3.57,ZA,1675914167
110,codrington,-38.2667,141.9667,21.29,59,2,5.16,AU,1675914168
111,nome,64.5011,-165.4064,-17.96,78,100,3.09,US,1675913989
112,mecca,21.4267,39.8261,17.74,41,55,2.12,SA,1675914168
113,cabo san lucas,22.8909,-109.9124,20.17,39,0,2.06,MX,1675914169
114,parrita,9.5201,-84.3225,24.84,76,10,1.41,CR,1675914170
115,yangambi,0.8102,24.4336,19.12,92,39,1.24,CD,1675914170
116,lumberton,34.6182,-79.0086,14.0,87,0,0.0,US,1675914170
117,nampula,-15.1165,39.2666,20.7,97,97,1.73,MZ,1675914171
118,yar-sale,66.8333,70.8333,-12.92,96,94,4.72,RU,1675914171
119,karratha,-20.7377,116.8463,34.69,46,0,5.38,AU,1675914172
120,alice town,25.7167,-79.3,23.69,69,2,8.96,BS,1675914172
121,krutinka,56.0055,71.5113,-17.39,94,100,4.89,RU,1675914173
122,sao joao da barra,-21.6403,-41.0511,22.8,92,100,3.83,BR,1675914173
123,beringovskiy,63.05,179.3167,-31.46,93,22,2.37,RU,1675914173
124,cape town,-33.9258,18.4232,21.32,71,0,2.57,ZA,1675914174
125,kaniama,-7.5667,24.1833,18.18,95,100,1.04,CD,1675914174
126,nyurba,63.2842,118.3319,-36.5,95,72,0.83,RU,1675914175
127,lorengau,-2.0226,147.2712,28.72,67,100,4.53,PG,1675914175
128,hambantota,6.1241,81.1185,28.19,78,20,4.12,LK,1675914176
129,vila,42.0304,-8.1588,1.49,81,0,1.89,PT,1675914176
130,saint-louis,16.3333,-15.0,20.8,16,100,4.58,SN,1675914176
131,palmer,42.1584,-72.3287,4.49,69,75,3.09,US,1675913911
132,ciudad bolivar,8.1222,-63.5497,25.13,71,49,5.26,VE,1675914177
133,bilokurakyne,49.5341,38.7307,-12.46,96,27,1.64,UA,1675914178
134,luang prabang,19.8856,102.1347,21.98,56,0,0.0,LA,1675914178
135,hervey bay,-25.2986,152.8535,26.91,58,83,9.64,AU,1675914179
136,anori,-3.7728,-61.6442,23.47,98,100,0.74,BR,1675914179
137,quincy,42.2529,-71.0023,4.56,66,0,3.6,US,1675913952
138,magnor,59.9511,12.1996,2.85,90,100,8.33,SE,1675914179
139,dingle,10.9995,122.6711,27.8,72,97,7.12,PH,1675914180
140,presidencia roque saenz pena,-26.7852,-60.4388,28.57,40,76,3.24,AR,1675914180
141,tiksi,71.6872,128.8694,-39.37,98,59,2.35,RU,1675914181
142,lompoc,34.6391,-120.4579,13.08,81,0,4.12,US,1675914181
143,darhan,49.4867,105.9228,-16.55,89,30,1.76,MN,1675914182
144,caceres,39.522,-6.3748,4.26,91,15,3.55,ES,1675914182
145,upernavik,72.7868,-56.1549,-34.6,84,2,3.81,GL,1675914183
146,margate,51.3813,1.3862,2.61,91,95,4.86,GB,1675914184
147,avarua,-21.2078,-159.775,28.03,74,40,5.66,CK,1675914184
148,turayf,31.6725,38.6637,2.14,87,40,2.06,SA,1675914185
149,fortuna,40.5982,-124.1573,7.19,94,0,0.0,US,1675914185
150,cravo norte,6.3017,-70.2041,26.29,58,10,2.6,CO,1675914186
151,samarai,-10.6167,150.6667,26.39,86,100,4.39,PG,1675914187
152,kondinskoye,59.6481,67.41,-16.3,98,77,3.37,RU,1675914188
153,petropavlovsk-kamchatskiy,53.0452,158.6483,-8.67,49,40,2.0,RU,1675914188
154,castro,-24.7911,-50.0119,16.21,95,12,2.39,BR,1675914189
155,portland,45.5234,-122.6762,8.39,80,75,1.79,US,1675914172
156,oga,46.4631,10.347,-10.02,90,62,0.32,IT,1675914189
157,koson,39.0375,65.585,7.18,68,100,5.66,UZ,1675914190
158,kieta,-6.2167,155.6333,29.23,70,100,3.18,PG,1675914190
159,florianopolis,-27.6146,-48.5012,24.57,78,40,4.12,BR,1675914191
160,singkang,2.1006,102.7994,29.72,63,100,1.86,MY,1675914192
161,kaitangata,-46.2817,169.8464,14.06,53,83,4.58,NZ,1675914192
162,airai,-8.9266,125.4092,20.65,77,98,1.88,TL,1675914193
163,ancud,-41.8697,-73.8203,14.26,97,11,2.96,CL,1675914193
164,isla mujeres,21.2311,-86.731,25.09,83,2,6.9,MX,1675914194
165,praia da vitoria,38.7333,-27.0667,12.14,87,75,5.18,PT,1675914194
166,kaifeng,34.7911,114.3483,2.98,95,100,1.82,CN,1675914195
167,iranshahr,27.2025,60.6848,15.19,58,27,2.06,IR,1675914196
168,fuerte olimpo,-21.0415,-57.8738,25.0,81,3,1.34,PY,1675914196
169,port hardy,50.6996,-127.4199,4.1,93,100,11.32,CA,1675914197
170,sibu,2.3,111.8167,28.17,78,20,0.51,MY,1675914063
171,choix,26.7092,-108.3219,15.28,17,0,1.79,MX,1675914197
172,san patricio,28.017,-97.5169,13.8,78,67,1.87,US,1675914198
173,marsh harbour,26.5412,-77.0636,22.66,62,9,8.2,BS,1675914198
174,juneau,58.3019,-134.4197,1.79,94,75,3.6,US,1675914199
175,puerto ayora,-0.7393,-90.3518,26.42,92,75,2.68,EC,1675914199
176,tuatapere,-46.1333,167.6833,13.96,57,79,4.99,NZ,1675914200
177,lensk,60.7253,114.9278,-22.94,95,98,1.63,RU,1675914200
178,washougal,45.5826,-122.3534,8.69,78,0,5.81,US,1675914128
179,santa rosa,14.3122,121.1114,30.06,63,100,6.88,PH,1675914135
180,usinsk,65.9939,57.5281,-4.87,94,100,7.26,RU,1675914201
181,dikson,73.5069,80.5464,-19.01,85,89,6.12,RU,1675914202
182,constitucion,-35.3333,-72.4167,15.83,73,12,4.81,CL,1675914202
183,geraldton,-28.7667,114.6,30.23,45,0,6.69,AU,1675914203
184,fare,-16.7,-151.0167,27.45,72,7,3.39,PF,1675914203
185,marmande,44.5,0.1667,3.06,88,38,2.38,FR,1675914204
186,hegang,47.4,130.3667,-9.71,53,2,1.4,CN,1675914205
187,semey,50.4111,80.2275,-15.88,85,75,4.0,KZ,1675914205
188,chuy,-33.6971,-53.4616,21.56,93,32,3.22,UY,1675914206
189,laguna,38.421,-121.4238,12.4,72,0,0.0,US,1675914206
190,trairi,-3.2778,-39.2689,24.65,79,100,2.68,BR,1675914185
191,eureka,40.8021,-124.1637,7.34,93,37,1.89,US,1675914207
192,el angel,0.6167,-77.9333,6.16,88,76,2.22,EC,1675914207
193,kandrian,-6.2167,149.55,27.56,82,100,7.16,PG,1675914208
194,grand gaube,-20.0064,57.6608,27.43,75,17,4.02,MU,1675914208
195,grindavik,63.8424,-22.4338,-4.03,74,75,10.8,IS,1675914209
196,paracatu,-17.2222,-46.8747,21.39,81,100,0.45,BR,1675913984
197,isangel,-19.55,169.2667,27.06,89,100,4.12,VU,1675914210
198,vanimo,-2.6741,141.3028,25.35,92,100,4.74,PG,1675914211
199,acari,-15.4311,-74.6158,24.4,85,76,1.23,PE,1675914211
200,vangaindrano,-23.35,47.6,23.61,91,100,2.06,MG,1675914212
201,sagacad,7.6861,123.3406,28.63,62,97,0.9,PH,1675914212
202,cockburn town,21.4612,-71.1419,24.79,77,9,11.12,TC,1675914213
203,tsiroanomandidy,-18.7667,46.0333,19.91,88,93,2.21,MG,1675914213
204,mitu,1.1983,-70.1733,21.54,98,95,0.31,CO,1675914213
205,weligama,5.9667,80.4167,28.03,68,35,1.38,LK,1675914214
206,bilibino,68.0546,166.4372,-41.5,98,66,0.64,RU,1675914214
207,tasiilaq,65.6145,-37.6368,-14.91,54,96,4.36,GL,1675914028
208,torres,-29.3353,-49.7269,21.57,93,43,3.85,BR,1675914215
209,luderitz,-26.6481,15.1594,16.97,96,67,4.5,NA,1675914215
210,puerto leguizamo,-0.1934,-74.7819,24.61,73,94,1.25,CO,1675914216
211,arraial do cabo,-22.9661,-42.0278,23.92,88,75,1.54,BR,1675914216
212,half moon bay,37.4636,-122.4286,14.23,77,75,4.63,US,1675913935
213,pita,10.8333,-12.5833,21.56,60,2,0.46,GN,1675914217
214,aswan,24.0934,32.907,9.61,53,0,3.09,EG,1675914217
215,longyearbyen,78.2186,15.6401,-6.09,79,100,6.69,SJ,1675914218
216,narsaq,60.9167,-46.05,-8.88,93,100,4.07,GL,1675914218
217,carballo,43.213,-8.691,6.59,93,0,1.81,ES,1675914219
218,vardo,70.3705,31.1107,1.99,75,99,19.55,NO,1675914219
219,makakilo city,21.3469,-158.0858,25.18,57,0,6.17,US,1675914220
220,mackay,-21.15,149.2,29.27,72,97,10.05,AU,1675914220
221,faya,18.3851,42.4509,8.29,60,39,1.73,SA,1675914220
222,bundaberg,-24.85,152.35,30.68,63,74,1.79,AU,1675914221
223,mount isa,-20.7333,139.5,32.87,52,75,4.12,AU,1675914221
224,waitati,-45.75,170.5667,14.21,52,84,4.72,NZ,1675914222
225,bandarbeyla,9.4942,50.8122,24.72,71,61,4.73,SO,1675914222
226,pisco,-13.7,-76.2167,22.03,88,0,5.66,PE,1675914222
227,aanekoski,62.6946,25.818,2.04,81,100,7.86,FI,1675914223
228,wamba,8.9333,8.6,22.4,20,59,2.14,NG,1675914223
229,shaunavon,49.6501,-108.4181,-7.12,91,100,5.0,CA,1675914224
230,gravdal,68.1214,13.5031,1.66,95,100,10.85,NO,1675914224
231,lagoa,39.05,-27.9833,13.59,73,100,5.57,PT,1675914224
232,imuris,30.7833,-110.8667,11.45,28,2,3.01,MX,1675914225
233,sabang,5.8933,95.3214,27.69,74,76,6.06,ID,1675914225
234,port blair,11.6667,92.75,28.02,69,40,5.14,IN,1675914225
235,iralaya,15.0,-83.2333,24.5,85,15,6.22,HN,1675914226
236,fairbanks,64.8378,-147.7164,-14.67,84,40,0.0,US,1675914226
237,kashary,49.04,41.0056,-14.77,97,50,1.68,RU,1675914227
238,altamont,42.2068,-121.7372,4.32,71,0,1.54,US,1675914227
239,santa cruz cabralia,-16.2781,-39.0247,25.13,88,20,2.06,BR,1675914228
240,impfondo,1.6381,18.0667,19.91,53,7,0.38,CG,1675914228
241,omboue,-1.5746,9.2618,25.52,89,75,2.66,GA,1675914229
242,san cristobal,7.7669,-72.225,20.1,74,24,0.25,VE,1675914229
243,moree,-29.4667,149.85,26.05,45,100,3.16,AU,1675914229
244,omsukchan,62.5333,155.8,-34.2,96,31,2.42,RU,1675914230
245,tuktoyaktuk,69.4541,-133.0374,-37.0,74,20,1.54,CA,1675914230
246,farmington,36.7281,-108.2187,2.38,51,0,1.54,US,1675914231
247,lobanovo,57.8595,56.3026,-5.05,86,100,4.0,RU,1675914231
248,saint-joseph,-21.3667,55.6167,26.21,79,62,4.01,RE,1675914232
249,solnechnyy,50.7214,136.6319,-19.18,80,74,2.03,RU,1675914232
250,kabalo,-6.05,26.9167,19.45,94,96,0.41,CD,1675914232
